SCORE,SaleEnds,description,SaleStarted,LowestPrice,Image,MainStory,platform,URL,Trailer,PercentOff,Completionist,genre,PlusPrice,MexPrice,OpenCriticURL,Title,ESRBRating,Publisher,ReleaseDate,Slug,NumberofPlayers,IsPS5,Price,MainExtra,SalePrice,IsPS4
97,2023-09-13,"Includes Red Dead Redemption 2: Story Mode and Red Dead Online. Winner of over 175 Game of the Year Awards and recipient of over 250 perfect scores, Red Dead Redemption 2 is an epic tale of honor and loyalty at the dawn of the modern age. America, 1899. Arthur Morgan and the Van der Linde gang are outlaws on the run. With federal agents and the best bounty hunters in the nation massing on their heels, the gang must rob, steal and fight their way across the rugged heartland of America in order to survive. As deepening internal divisions threaten to tear the gang apart, Arthur must make a choice between his own ideals and loyalty to the gang who raised him. Red Dead Redemption 2 also includes the shared living world of Red Dead Online – forge your own path as you battle lawmen, outlaw gangs and ferocious wild animals to build a life on the American frontier. Build a camp, ride solo or form a posse and explore everything from the snowy mountains in the North to the swamps of the South, from remote outposts to busy farms and bustling towns. Chase down bounties, hunt, fish and trade, search for exotic treasures, run your own underground Moonshine distillery, or become a Naturalist to learn the secrets of the animal kingdom and much more in a world of astounding depth and detail – includes all new features, gameplay content and additional enhancements released since launch.",2023-08-29,/game/27100,https://image.api.playstation.com/cdn/UP1004/CUSA03041_00/Hpl5MtwQgOVF9vJqlfui6SDB5Jl4oBSq.png?w=200,50,Playstation,https://store.playstation.com/en-tr/product/EP1004-CUSA08519_00-REDEMPTIONFULL02,https://www.youtube.com/watch?v=HVRzx17WHVk,34%,178,"Action, Adventure, Unique",150.08,https://image.api.playstation.com/cdn/UP1004/CUSA03041_00/Hpl5MtwQgOVF9vJqlfui6SDB5Jl4oBSq.png,https://www.metacritic.com/game/playstation-4/red-dead-redemption-2,Red Dead Redemption 2,TRD,Rockstar Games,2018-10-25,red-dead-redemption-2-ps4-tr,https://shope.ee/6AIS1B8qBt,0,469,81,309.54,1
91,2023-09-13,"Prepare for the award-winning RPG experience in this definitive edition of Persona 5 Royal, featuring a treasure trove of downloadable content included! Forced to transfer to a high school in Tokyo, the protagonist has a strange dream. “You truly are a prisoner of fate. In the near future, ruin awaits you.” With the goal of “rehabilitation” looming overhead, he must save others from distorted desires by donning the mask of a Phantom Thief. Key Features include: -Explore Tokyo, unlock Personas, customize your own personal Thieves Den, experience alternate endings, and more -Become the ultimate Phantom Thief and defy conventions, discover the power within, and fight for justice in the definitive version of Persona 5 Royal -Includes over 40 items of previously released downloadable content -Choose between Japanese and English VO",2023-08-29,/game/66630,https://image.api.playstation.com/vulcan/ap/rnd/202209/0202/OjPcc6QP2W8kImOhWSnzojn3.png?w=200,101,Playstation,https://store.playstation.com/en-tr/product/EP0177-PPSA05110_00-P5RGAME000000000,https://www.youtube.com/watch?v=GJzcSKyCzZs,20%,142,Role-Playing,999999,https://image.api.playstation.com/vulcan/ap/rnd/202209/0202/OjPcc6QP2W8kImOhWSnzojn3.png,https://www.metacritic.com/game/playstation-5/persona-5-royal,Persona 5 Royal,TRD,SEGA EUROPE LTD,2022-10-20,persona-5-royal-ps5-tr,https://shope.ee/7Unp8oGv9E,1,699,123,559.2,0
89,2023-09-13,"Isaac Clarke is an everyman engineer on a mission to repair a vast mining ship, the USG Ishimura, only to discover something has gone horribly wrong. The ship's crew has been slaughtered and Isaac’s beloved partner, Nicole, is lost somewhere on board. Now alone and armed with only his engineering tools and skills, Isaac races to find Nicole as the nightmarish mystery of what happened aboard the Ishimura unravels around him. Trapped with hostile creatures called Necromorphs, Isaac faces a battle for survival, not only against the escalating terrors of the ship but his own crumbling sanity.",2023-08-29,/game/2333,https://image.api.playstation.com/vulcan/ap/rnd/202209/1918/MP0I6Folca9wOgs9A39wwvj1.png?w=200,11,Playstation,https://store.playstation.com/en-tr/product/EP0006-PPSA03846_00-BEYONDPS5GAME000,https://www.youtube.com/watch?v=l5WeBNfX-og,15%,20,Horror,979.3,https://image.api.playstation.com/vulcan/ap/rnd/202209/1918/MP0I6Folca9wOgs9A39wwvj1.png,https://www.metacritic.com/game/playstation-5/dead-space,Dead Space,TRD,EA Swiss Sarl,2023-01-27,dead-space-ps5-tr,https://shope.ee/9KFTJIetBw,1,1399,12,1189.15,0
89,2023-09-13,"Buy It Takes Two once and get both the PS4™ and the enhanced PS5™ version. Embark on the craziest journey of your life in It Takes Two, a genre-bending platform adventure created purely for co-op. Invite a friend to join for free with Friend’s Pass** and work together across a huge variety of gleefully disruptive gameplay challenges. Master unique and connected character abilities in every new level. Help each other through unexpected obstacles and laugh-out-loud moments. Embrace the heartfelt story of a fractured relationship. It Takes Two is developed by Hazelight, the industry-leader of cooperative play. KEY FEATURES: PURE CO-OP PERFECTION – Invite a friend to join for free with Friend’s Pass** GLEEFULLY DISRUPTIVE GAMEPLAY – From rampaging vacuum cleaners to suave love gurus – with It Takes Two, you never know what you’re up against next. A UNIVERSAL TALE OF RELATIONSHIPS – Discover a touching and heartfelt story you’ll treasure – together!",2023-08-29,/game/80199,https://image.api.playstation.com/vulcan/ap/rnd/202012/0815/7CRynuLSAb0vysSC4TmZy5e4.png?w=200,12,Playstation,https://store.playstation.com/en-tr/product/EP0006-PPSA02343_00-ITTAKESTWORETAIL,https://www.youtube.com/watch?v=blwlcwlAXwA,33%,15,Unique,0,https://image.api.playstation.com/vulcan/ap/rnd/202012/0815/7CRynuLSAb0vysSC4TmZy5e4.png,https://www.metacritic.com/game/playstation-4/it-takes-two,It Takes Two PS4™ & PS5™,TRD,EA Swiss Sarl,2021-03-25,it-takes-two-ps4--ps5-ps4&ps5-tr,https://shope.ee/1LDBqyAHR5,1,400,13,268,1
87,2023-09-13,A rhythm action game packed with 385 carefully selected music tracks from across the whole FINAL FANTASY series. *Sets containing the Theatrhythm Final Bar Line game plus additional content are also available with the Theatrhythm Final Bar Line Digital Deluxe Edition and Theatrhythm Final Bar Line Premium Digital Deluxe Edition. Please be careful to avoid making duplicate purchases.,2023-08-29,/game/113558,https://image.api.playstation.com/vulcan/ap/rnd/202208/2205/o9vR3ddyNH8b5yxL4Rxz803q.png?w=200,12,Playstation,https://store.playstation.com/en-tr/product/EP0082-CUSA32853_00-TFBL000000000000,https://www.youtube.com/watch?v=3EktIGradBI,17%,64,Music/Rhythm,395.34,https://image.api.playstation.com/vulcan/ap/rnd/202208/2205/o9vR3ddyNH8b5yxL4Rxz803q.png,https://www.metacritic.com/game/playstation-4/theatrhythm-final-bar-line,THEATRHYTHM FINAL BAR LINE,TRD,Square Enix LTD,2023-02-15,theatrhythm-final-bar-line-ps4-tr,https://shope.ee/2L5iyKqQnl,0,599,28,497.17,1
87,2023-09-13,"One person is all that stands between humanity and the greatest threat it’s ever faced. Relive the legend of Commander Shepard in the highly acclaimed Mass Effect trilogy with the Mass Effect™ Legendary Edition. Includes single-player base content and over 40 DLC from Mass Effect, Mass Effect 2, and Mass Effect 3 games, including promo weapons, armors, and packs – remastered and optimized for 4K Ultra HD. RELIVE THE CINEMATIC SAGA: Heart-pounding action meets gripping interactive storytelling where you decide how your unique story unfolds. EXPERIENCE THE LEGEND OF SHEPARD: Create and customize your own character, from appearance and skills to a personalized arsenal then lead your elite recon squad across a galaxy in turmoil. REFLECT ON YOUR CHOICES: Your choices seamlessly travel from one game to the next. Each decision you make will control the outcome of every mission, every relationship, every battle – and even the fate of the galaxy itself.",2023-08-29,/game/84851,https://image.api.playstation.com/vulcan/ap/rnd/202101/2517/xK2b8gY5A5oyYlc1pnUUVEm5.png?w=200,60,Playstation,https://store.playstation.com/en-tr/product/EP0006-CUSA19515_00-METR000000000000,https://www.youtube.com/watch?v=EMW2hhDFz54,40%,135,Unique,140,https://image.api.playstation.com/vulcan/ap/rnd/202101/2517/xK2b8gY5A5oyYlc1pnUUVEm5.png,https://www.metacritic.com/game/playstation-4/mass-effect-legendary-edition,Mass Effect™ Legendary Edition,TRD,EA Swiss Sarl,2021-05-13,mass-effect-legendary-edition-ps4-tr,https://shope.ee/7zk5n1YDZo,0,700,99,420,1
87,2023-09-13,"Originally created by legendary game designer Sid Meier, Civilization is a turn-based strategy game in which you attempt to build an empire to stand the test of time. Explore a new land, research technology, conquer your enemies, and go head-to-head with history’s most renowned leaders as you attempt to build the greatest civilization the world has ever known. Civilization VI for PlayStation®4 includes the latest game updates and improvements and four pieces of additional content which adds four new civilizations, leaders, and scenarios: •Vikings Scenario Pack •Poland Civilization & Scenario Pack •Australia Civilization & Scenario Pack •Persia and Macedon Civilization & Scenario Pack Those who purchase Civilization VI for PlayStation®4 will also receive as a bonus the following pieces of additional content: •Nubia Civilization & Scenario Pack •Khmer and Indonesia Civilization & Scenario Pack",2023-08-29,/game/37867,https://image.api.playstation.com/vulcan/img/cfn/11307KFcs3gBlcheONy-ZOYZ5kplFnq5jXinUSI8HkCc8P2gdI1_32JrKJ-vxns32LjXBcQteG2EOwuzWS_KXqE5VCYFmS4Z.png?w=200,23,Playstation,https://store.playstation.com/en-tr/product/EP1001-CUSA15381_00-CIV6BASE00000000,https://www.youtube.com/watch?v=yKUFvo3_FYQ,40%,277,"Strategy, Strategy",51.8,https://image.api.playstation.com/vulcan/img/cfn/11307KFcs3gBlcheONy-ZOYZ5kplFnq5jXinUSI8HkCc8P2gdI1_32JrKJ-vxns32LjXBcQteG2EOwuzWS_KXqE5VCYFmS4Z.png,https://www.metacritic.com/game/playstation-4/sid-meiers-civilization-vi,Sid Meier’s Civilization VI,TRD,2K,2019-11-21,sid-meiers-civilization-vi-ps4-tr,https://shope.ee/8UgMPiEHKy,0,259,79,155.4,1
86,2023-09-13,"The Cult of the Lamb: Heretic Edition includes the base game, Cultist Pack, and Heretic Pack. Cult of the Lamb casts players in the role of a possessed lamb saved from annihilation by an ominous stranger and must repay their debt by building a loyal following in his name. Start your own cult in a land of false prophets, venturing out into diverse and mysterious regions to build a loyal community of woodland worshippers and spread your Word to become the one true cult. BUILD YOUR FLOCK Collect and use resources to build new structures, perform dark rituals to appease the gods, and give sermons to reinforce the faith of your flock. DESTROY THE NON-BELIEVERS Explore a sprawling, randomly generated world, fight off hordes of enemies and defeat rival cult leaders in order to absorb their power and assert your cult's dominance. SPREAD YOUR WORD Train your flock and embark on a quest to explore and discover the secrets of four mysterious regions. Cleanse the non-believers, spread enlightenment, and perform mystical rituals on the journey to become the mighty lamb god. Cultist Pack Be the envy of every cult with this exclusive Cultist Pack that includes a seven-piece decoration pack for your charming commune, as well as five exclusive Follower forms. Heretic Pack Show your devotion to the Old Faith with Cult of the Lamb - Heretic Pack. This cosmetic set includes new Follower forms, a set of dastardly decorations for your Cult, and Fleece of the Old Faith for the Lamb to wear. If your Cult aesthetic is (even more) blood, death, and doom, this pack is for you! Cult of the Lamb: Heretic Pack includes: - 5 brand new follower forms: Moose, Gorilla, Goldfish, Mosquito, and Opossum. - 8 new base decorations. - A heretical new Fleece for the Lamb!",2023-08-29,/game/97313,https://image.api.playstation.com/vulcan/ap/rnd/202305/0118/8b2a8f7a219ae95f75d9b2000fb7a6459fd1bbe7da4c3d12.png?w=200,13,Playstation,https://store.playstation.com/en-tr/product/EP3643-PPSA06465_00-0382434293330577,https://www.youtube.com/watch?v=6uM7CQGZ6rE,15%,22,"Action, Adventure, Strategy",440.3,https://image.api.playstation.com/vulcan/ap/rnd/202305/0118/8b2a8f7a219ae95f75d9b2000fb7a6459fd1bbe7da4c3d12.png,https://www.metacritic.com/game/playstation-5/cult-of-the-lamb,Cult of the Lamb,TRD,Devolver Digital,2023-05-24,cult-of-the-lamb-ps4&ps5-tr,https://shope.ee/5KjKWgzIMm,1,629,17,534.65,1
86,2023-09-13,"OlliOlli World is a bold new skateboarding action-platformer that’s bursting with personality. Flip and flow through the vivid and vibrant world of Radlandia, meeting colorful characters as you grind, trick, and air your way to discover the mystical skate gods on your quest for Gnarvana. Traverse a delightful and weird world as you take on missions, challenges, and make new friends along the way. Customize your character’s looks, tricks, and style while you experience explorable levels with multiple paths that provide an array of opportunities for player expression. Challenge the world in Leagues or dare a friend to beat your best tricks on one of millions of sharable levels. Experience the accessibility, depth, and player freedom as you dive into the signature flow state gameplay of OlliOlli World. OlliOlli World marks the third entry in the critically-acclaimed OlliOlli series from Roll7, the BAFTA and multi-award-winning independent studio. Key Features: • Welcome to Radlandia!: Take a trip across a lush skateboarding utopia that is filled to the brim with eccentric characters and vibrant locations that are begging to be explored. Find your grind in Inflatable Alley or blaze down Los Vulgas to discover new paths, fresh side quests, rad rewards, and epic trick opportunities. All perfectly complemented by a hand-picked compilation of IDM and Electronica tracks. • Play at your level: Super tight controls combine with highly refined gameplay to ensure a silky smooth ride. Not a Pro? Don’t worry – OlliOlli World welcomes you with open arms, allowing new players to tear down streets and pull off sick method grabs without fear of faceplanting the curb. Think you’ve got what it takes? Achieve mastery through millions of unique levels in sandbox mode or compete against rivals around the globe in leagues with a hugely deep combo system with over 100 moves to master and combine in your battle for the highest score. • Freedom of expression: Cruise through Radlandia's epic skate-haven and prove your skills to unlock special rewards that let you customize your character’s looks, tricks and style. Want to skate in your flip flops… go for it. Want to wear a bumble bee onesie …ok then… no judgement. In OlliOlli World as long as you’re on board anything goes!",2023-08-29,/game/91070,https://image.api.playstation.com/vulcan/ap/rnd/202106/0321/aOY1Fb5Tcw3Zti8m3qfZeIDM.png?w=200,5,Playstation,https://store.playstation.com/en-tr/product/EP4829-PPSA02327_00-OLLIOLLIWORLD000,,25%,57,"Action, Arcade, Sport",142.5,https://image.api.playstation.com/vulcan/ap/rnd/202106/0321/aOY1Fb5Tcw3Zti8m3qfZeIDM.png,https://www.metacritic.com/game/playstation-4/olliolli-world,OlliOlli World (PS4/PS5),TRD,TAKE-TWO INTERACTIVE SOFTWARE UK,2022-02-07,olliolli-world-ps4ps5-ps4&ps5-tr,https://shope.ee/2L5j1Fs2kB,1,285,11,213.75,1
85,2023-09-13,"The story of Cal Kestis continues in Star Wars Jedi: Survivor™, a third person galaxy-spanning action-adventure game from Respawn Entertainment, developed in collaboration with Lucasfilm Games. This narratively-driven, single player title picks up five years after the events of Star Wars Jedi: Fallen Order™ and follows Cal’s increasingly desperate fight as the galaxy descends further into darkness. Pushed to the edges of the galaxy by the Empire, Cal will find himself surrounded by threats new and familiar. As one of the last surviving Jedi Knights, Cal is driven to make a stand during the galaxy’s darkest times - but how far is he willing to go to protect himself, his crew, and the legacy of the Jedi Order? • Continue Cal’s Journey – No longer a Padawan, Cal has come into his own and grown into a powerful Jedi Knight. Carrying the memories and expectations of the Jedi Order with him, his crusade against the Empire has only become more perilous. The Dark Times are closing in - with enemies new and familiar surrounding him, Cal will need to decide how far he’s willing to go to save those closest to him. • Go Beyond Your Training – The cinematic combat system returns with additional Force abilities and new lightsaber fighting styles. Creatively leverage all these abilities and weapons to strategically take on an expanded host of enemies, sizing up strengths and weaknesses while cleverly utilizing your training to overcome your opponents and solve the mysteries that lay in your path. • Explore an Untamed Galaxy – Discover new planets and familiar frontiers in the Star Wars galaxy, each with unique biomes, challenges, and enemies. Master new skills, equipment, and abilities that will augment the ways you explore, fight, and roam.",2023-08-29,/game/108358,https://image.api.playstation.com/vulcan/ap/rnd/202304/1016/47becbe467e18575f71429abbaec9af707865744b825f34d.png?w=200,19,Playstation,https://store.playstation.com/en-tr/product/EP0006-PPSA07784_00-APPLEJACKGAME000,https://www.youtube.com/watch?v=4HLDaBGdnLc,15%,54,Action,996.61,https://image.api.playstation.com/vulcan/ap/rnd/202304/1016/47becbe467e18575f71429abbaec9af707865744b825f34d.png,https://www.metacritic.com/game/playstation-5/star-wars-jedi-survivor,STAR WARS Jedi: Survivor™,TRD,EA Swiss Sarl,2023-04-28,star-wars-jedi-survivor-ps5-tr,https://shope.ee/7AAyiTHl6T,1,1423.73,32,1210.17,0
